image,attncheck_correct,response,attncheck_response,slide_number,vignette,audio,sentence,workerid,writer,kind,attncheck,slide_type,rating,Answer.time_in_minutes,condition,order
,choice2,,choice2,,exam,,"Writer 1: Mr. Peterson sees that two of his students, Joe and Suzie, have had identical answers on every exam this semester. <p>
Writer 2: Because it's clear that Joe and Suzie are cheating in his class, Mr. Peterson reports them to the school's administrators. <p>
Writer 3: <b> Joe and Suzie are doing honest work in Mr. Peterson's class - they have never even discussed the exams together. </b>",58,Writer 3,3rdpartyshift,What is the name of the teacher in the story?,,1,2.84495,clear,1
Jessica,,"[0, 'Jessica']",,1,,,,59,,,,bot_check,,1.2585166666666667,,
,choice2,,choice2,,wildfire,,"Writer 1: The fire department has warned residents of Joan's neighborhood that there is an extreme risk of wildfire this week. Now, Joan smells smoke outside. <p>
Writer 2: Because it's clear that a wildfire is approaching Joan’s neighborhood, she rushes to gather her belongings and gets ready to flee. <p>
Writer 3: <b> The only smoke in Joan's neighborhood is coming from her neighbor's barbecue. </b>",59,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,3,1.2585166666666667,clear,1
Barbara,,"[0, 'Barbara']",,1,,,,60,,,,bot_check,,3.6736833333333334,,
,choice2,,choice2,,exam,,"Writer 1: Mr. Peterson sees that two of his students, Joe and Suzie, have had identical answers on every exam this semester. <p>
Writer 2: Because Joe and Suzie are cheating in his class, Mr. Peterson reports them to the school's administrators. <p>
Writer 3: <b> Joe and Suzie are doing honest work in Mr. Peterson's class - they have never even discussed the exams together. </b>",60,Writer 3,3rdpartyshift,What is the name of the teacher in the story?,,6,3.6736833333333334,bare,1
Patricia,,"[0, 'Patricia']",,1,,,,61,,,,bot_check,,0.2775,,
,choice2,,choice2,,dog,,"Writer 1: There was cereal littered all over my kitchen floor this morning. <p>
Writer 2: Because my dog Fido had gotten into the pantry last night, I sent him to the garage as punishment. <p>
Writer 3: <b> My wife told me later that I caused the mess in the kitchen while sleepwalking last night. </b>",61,Writer 3,backshifting,What is the name of the dog in the story?,,6,0.2775,bare,1
Sarah,,"[0, 'Sarah']",,1,,,,62,,,,bot_check,,1.5067,,
,choice1,,choice2,,roof,,"Writer 1: Annie lives in an old house with a faulty plumbing system. Today, she wakes up to find a large puddle in her kitchen. <p>
Writer 2: Because a plumbing issue must be to blame for the puddle, she calls her local plumber. <p>
Writer 3: <b> It’s raining today, and a leak in the roof caused the puddle in Annie’s kitchen. </b>

",62,Writer 3,3rdpartyshift,What is the name of the character in the story?,,3,1.5067,must,1
Mary,,"[0, 'Mary']",,1,,,,63,,,,bot_check,,1.1554,,
,choice2,,choice2,,dog,,"Writer 1: There was cereal littered all over my kitchen floor this morning. <p>
Writer 2: Because my dog Fido must have gotten into the pantry last night, I sent him to the garage as punishment. <p>
Writer 3: <b> My wife told me later that I caused the mess in the kitchen while sleepwalking last night. </b>",63,Writer 3,backshifting,What is the name of the dog in the story?,,2,1.1554,must,1
Patricia,,"[0, 'Patricia']",,1,,,,64,,,,bot_check,,1.63385,,
,choice1,,choice1,,roof,,"Writer 1: Annie lives in an old house with a faulty plumbing system. Today, she wakes up to find a large puddle in her kitchen. <p>
Writer 2: Because a plumbing issue must be to blame for the puddle, she calls her local plumber. <p>
Writer 3: <b> It’s raining today, and a leak in the roof caused the puddle in Annie’s kitchen. </b>

",64,Writer 3,3rdpartyshift,What is the name of the character in the story?,,2,1.63385,must,1
Jennifer,,"[0, 'jennifer']",,1,,,,2,,,,bot_check,,0.4049,,
,choice2,,choice2,,exam,,"Writer 1: Mr. Peterson sees that two of his students, Joe and Suzie, have had identical answers on every exam this semester. <p>
Writer 2: Because it's clear that Joe and Suzie are cheating in his class, Mr. Peterson reports them to the school's administrators. <p>
Writer 3: <b> Joe and Suzie are doing honest work in Mr. Peterson's class - they have never even discussed the exams together. </b>",2,Writer 3,3rdpartyshift,What is the name of the teacher in the story?,,6,0.4049,clear,1
Mary,,"[0, 'Mary']",,1,,,,65,,,,bot_check,,1.4841833333333334,,
,choice1,,choice2,,beach,," Writer 1: John is trying to decide where to go on vacation. 
 <p>
 Writer 2: He loves the beach, so he's considering going to Florida. 
 <p>
Writer 3: <b> Because he hates the beach, he'll most likely go to Paris. </b>",65,Writer 3,control,What is the name of the person in the story?,,1,1.4841833333333334,bad,1
Mary,,"[0, 'Mary']",,1,,,,66,,,,bot_check,,0.9208166666666666,,
,choice1,,choice1,,shellfish,,"Writer 1: I broke out in hives shortly after eating shellfish last week. <p>
Writer 2: Because the shellfish caused my hives, I decided I’d never eat shellfish again. <p>
Writer 3. <b> My doctor let me know today that I have a rare disease that is to blame for my hives. </b>",66,Writer 3,backshifting,What did the narrator eat in the story?,,5,0.9208166666666666,bare,1
Linda,,"[0, 'linda']",,1,,,,67,,,,bot_check,,1.2043333333333333,,
,choice2,,choice1,,bus,,"Writer 1: I got to my bus stop five minutes after my bus was scheduled to come. <p>
Writer 2: Because it was clear that I missed my bus, I called an Uber. <p>
Writer 3: <b> My bus was running late this morning; it arrived at my bus stop shortly after my Uber came. </b>
",67,Writer 3,backshifting,Where does the narrator go in the story?,,4,1.2043333333333333,clear,1
Jessica,,"[0, 'Jessica']",,1,,,,68,,,,bot_check,,0.45885,,
,choice1,,choice1,,shellfish,,"Writer 1: I broke out in hives shortly after eating shellfish last week. <p>
Writer 2: Because the shellfish must have caused my hives, I decided I’d never eat shellfish again. <p>
Writer 3. <b> My doctor let me know today that I have a rare disease that is to blame for my hives. </b>",68,Writer 3,backshifting,What did the narrator eat in the story?,,7,0.45885,must,1
Elizabeth,,"[0, 'Elizabeth']",,1,,,,69,,,,bot_check,,0.6648,,
,choice2,,choice2,,bus,,"Writer 1: I got to my bus stop five minutes after my bus was scheduled to come. <p>
Writer 2: Because I missed my bus, I called an Uber. <p>
Writer 3: <b> My bus was running late this morning; it arrived at my bus stop shortly after my Uber came. </b>
",69,Writer 3,backshifting,Where does the narrator go in the story?,,2,0.6648,bare,1
Barbara,,"[0, 'Barbara']",,1,,,,70,,,,bot_check,,0.5609666666666666,,
,choice2,,choice2,,dog,,"Writer 1: There was cereal littered all over my kitchen floor this morning. <p>
Writer 2: Because my dog Fido must have gotten into the pantry last night, I sent him to the garage as punishment. <p>
Writer 3: <b> My wife told me later that I caused the mess in the kitchen while sleepwalking last night. </b>",70,Writer 3,backshifting,What is the name of the dog in the story?,,7,0.5609666666666666,must,1
Elizabeth,,"[0, 'Elizabeth']",,1,,,,71,,,,bot_check,,0.79755,,
,choice2,,choice2,,marathon,," Writer 1: For months, Patrick has been preparing to run a marathon happening next week. 
 <p>
 Writer 2: This will be his first marathon, so he's quite nervous.
 <p>
Writer 3: <b> To help calm his nerves, he's been doing yoga before he runs every day. </b>",71,Writer 3,control,What is the name of the person in the story?,,7,0.79755,good,1
Patricia,,"[0, 'Patricia']",,1,,,,72,,,,bot_check,,1.0189833333333334,,
,choice1,,choice1,,roof,,"Writer 1: Annie lives in an old house with a faulty plumbing system. Today, she wakes up to find a large puddle in her kitchen. <p>
Writer 2: Because a plumbing issue must be to blame for the puddle, she calls her local plumber. <p>
Writer 3: <b> It’s raining today, and a leak in the roof caused the puddle in Annie’s kitchen. </b>

",72,Writer 3,3rdpartyshift,What is the name of the character in the story?,,1,1.0189833333333334,must,1
Jessica,,"[0, 'Jessica']",,1,,,,73,,,,bot_check,,0.9298166666666666,,
,choice1,,choice1,,shellfish,,"Writer 1: I broke out in hives shortly after eating shellfish last week. <p>
Writer 2: Because the shellfish must have caused my hives, I decided I’d never eat shellfish again. <p>
Writer 3. <b> My doctor let me know today that I have a rare disease that is to blame for my hives. </b>",73,Writer 3,backshifting,What did the narrator eat in the story?,,6,0.9298166666666666,must,1
Sarah,,"[0, 'Sarah']",,1,,,,74,,,,bot_check,,3.070116666666667,,
,choice2,,choice2,,exam,,"Writer 1: Mr. Peterson sees that two of his students, Joe and Suzie, have had identical answers on every exam this semester. <p>
Writer 2: Because Joe and Suzie are cheating in his class, Mr. Peterson reports them to the school's administrators. <p>
Writer 3: <b> Joe and Suzie are doing honest work in Mr. Peterson's class - they have never even discussed the exams together. </b>",74,Writer 3,3rdpartyshift,What is the name of the teacher in the story?,,5,3.070116666666667,bare,1
Susan,,"[0, 'Susan']",,1,,,,75,,,,bot_check,,0.6854166666666667,,
,choice2,,choice1,,marathon,," Writer 1: For months, Patrick has been preparing to run a marathon happening next week. 
 <p>
 Writer 2: This will be his first marathon, so he's quite nervous.
 <p>
Writer 3: <b> To help calm his nerves, he's been doing yoga before he runs every day. </b>",75,Writer 3,control,What is the name of the person in the story?,,7,0.6854166666666667,good,1
Linda,,"[0, 'Linda']",,1,,,,76,,,,bot_check,,0.8991333333333333,,
,choice1,,choice1,,shellfish,,"Writer 1: I broke out in hives shortly after eating shellfish last week. <p>
Writer 2: Because the shellfish must have caused my hives, I decided I’d never eat shellfish again. <p>
Writer 3. <b> My doctor let me know today that I have a rare disease that is to blame for my hives. </b>",76,Writer 3,backshifting,What did the narrator eat in the story?,,5,0.8991333333333333,must,1
Sarah,,"[0, 'Sarah']",,1,,,,77,,,,bot_check,,0.6147166666666667,,
,choice2,,choice2,,dog,,"Writer 1: There was cereal littered all over my kitchen floor this morning. <p>
Writer 2: Because my dog Fido had gotten into the pantry last night, I sent him to the garage as punishment. <p>
Writer 3: <b> My wife told me later that I caused the mess in the kitchen while sleepwalking last night. </b>",77,Writer 3,backshifting,What is the name of the dog in the story?,,7,0.6147166666666667,bare,1
Susan,,"[0, 'Susan']",,1,,,,78,,,,bot_check,,1.0053166666666666,,
,choice1,,choice1,,rain,,"Writer 1: My roommate John's soaking wet shoes and jacket were hanging up to dry in our hallway. <p>
Writer 2: Because it must have been raining outside, I decided not to go on my daily jog. <p>
Writer 3: <b> John was sprayed by a sprinkler on his way home. It was sunny all day today.  </b>",78,Writer 3,backshifting,What is the name of the roommate in the story?,,3,1.0053166666666666,must,1
Jessica,,"[0, 'Jessica']",,1,,,,79,,,,bot_check,,0.9161333333333334,,
,choice2,,choice1,,marathon,," Writer 1: For months, Patrick has been preparing to run a marathon happening next week. 
 <p>
 Writer 2: This will be his first marathon, and he's afraid he won't even finish.
 <p>
Writer 3:  <b> He's run several marathons already, so he's confident he will finish. </b>",79,Writer 3,control,What is the name of the person in the story?,,1,0.9161333333333334,bad,1
Barbara,,"[0, 'barbara']",,1,,,,80,,,,bot_check,,1.7604166666666667,,
,choice2,,choice2,,dog,,"Writer 1: There was cereal littered all over my kitchen floor this morning. <p>
Writer 2: Because it was clear that my dog Fido had gotten into the pantry last night, I sent him to the garage as punishment. <p>
Writer 3: <b> My wife told me later that I caused the mess in the kitchen while sleepwalking last night. </b>",80,Writer 3,backshifting,What is the name of the dog in the story?,,7,1.7604166666666667,clear,1
Patricia,,"[0, 'Patricia']",,1,,,,81,,,,bot_check,,1.5410166666666667,,
,choice2,,choice2,,bus,,"Writer 1: I got to my bus stop five minutes after my bus was scheduled to come. <p>
Writer 2: Because I missed my bus, I called an Uber. <p>
Writer 3: <b> My bus was running late this morning; it arrived at my bus stop shortly after my Uber came. </b>
",81,Writer 3,backshifting,Where does the narrator go in the story?,,7,1.5410166666666667,bare,1
Susan,,"[0, 'Susan']",,1,,,,82,,,,bot_check,,0.6411166666666667,,
,choice2,,choice1,,bus,,"Writer 1: I got to my bus stop five minutes after my bus was scheduled to come. <p>
Writer 2: Because I must have missed my bus, I called an Uber. <p>
Writer 3: <b> My bus was running late this morning; it arrived at my bus stop shortly after my Uber came. </b>
",82,Writer 3,backshifting,Where does the narrator go in the story?,,6,0.6411166666666667,must,1
Jessica,,"[0, 'Jessica']",,1,,,,83,,,,bot_check,,0.65575,,
,choice2,,choice2,,exam,,"Writer 1: Mr. Peterson sees that two of his students, Joe and Suzie, have had identical answers on every exam this semester. <p>
Writer 2: Because Joe and Suzie must be cheating in his class, Mr. Peterson reports them to the school's administrators. <p>
Writer 3: <b> Joe and Suzie are doing honest work in Mr. Peterson's class - they have never even discussed the exams together. </b>
",83,Writer 3,3rdpartyshift,What is the name of the teacher in the story?,,6,0.65575,must,1
Susan,,"[0, 'Susan']",,1,,,,84,,,,bot_check,,1.9611666666666667,,
,choice2,,choice2,,wildfire,,"Writer 1: The fire department has warned residents of Joan's neighborhood that there is an extreme risk of wildfire this week. Now, Joan smells smoke outside. <p>
Writer 2: Because a wildfire must be approaching Joan’s neighborhood, she rushes to gather her belongings and gets ready to flee. <p>
Writer 3: <b> The only smoke in Joan's neighborhood is coming from her neighbor's barbecue. </b>
",84,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,4,1.9611666666666667,must,1
Mary,,"[0, 'Mary']",,1,,,,85,,,,bot_check,,2.1465666666666667,,
,choice2,,choice2,,bus,,"Writer 1: I got to my bus stop five minutes after my bus was scheduled to come. <p>
Writer 2: Because I missed my bus, I called an Uber. <p>
Writer 3: <b> My bus was running late this morning; it arrived at my bus stop shortly after my Uber came. </b>
",85,Writer 3,backshifting,Where does the narrator go in the story?,,2,2.1465666666666667,bare,1
Margaret,,"[0, 'Margaret']",,1,,,,86,,,,bot_check,,1.0499166666666666,,
